Order Number,Definition,Part_of_Speech,Correct_Character,Correct_Pinyin,Frequency,Usage,Choice_A_Char,Choice_A_Pinyin,Choice_B_Char,Choice_B_Pinyin,Choice_C_Char,Choice_C_Pinyin,Choice_D_Char,Choice_D_Pinyin,Choice_E_Char,Choice_E_Pinyin,Correct_Choice
1544,"To step on, kick, or pedal with the foot or feet. Can also mean to push against something with one's legs.",verb,蹬,deng1,2,Common in contexts like 蹬自行车 (to pedal a bicycle) or 蹬腿 (to kick one's legs),新,xin1,得,de2,蹬,deng1,此,ci3,憾,han4,C
1545,"An adverb meaning 'relatively' or 'comparatively', used to indicate a moderate degree of comparison. Often appears in the pattern 较 + adjective to mean 'rather' or 'quite'.",adverb,较,jiao4,2,"Common in written Chinese, as in 较好 (relatively good) or 较大 (comparatively large)",较,jiao4,杰,jie2,工,gong1,下,xia4,辆,liang4,A
1546,Generation or lifetime; a measure word for groups of people of the same age or status level. Also refers to seniority ranking in family or social relationships.,noun/measure word,辈,bei4,2,"Common in words like 一辈子 (whole lifetime), 长辈 (elder/senior generation), 晚辈 (younger generation)",微,wei1,璃,li2,攥,zuan4,辈,bei4,又,you4,D
1547,"Spicy or hot (in taste), describing food that has a burning sensation like chili peppers. Can also mean harsh or ruthless when describing a person's character or methods.",adjective,辣,la4,2,Commonly used to describe Sichuan cuisine (四川菜很辣) or to ask if food is spicy (辣不辣?),辣,la4,己,ji3,美,mei3,密,mi4,统,tong3,A
1548,"To violate, disobey, or go against rules, laws, or principles; to be contrary to something.",verb,违,wei2,2,"Commonly seen in words like 违法 (break the law), 违反 (violate), and 违背 (go against)",厚,hou4,家,jia1,详,xiang2,违,wei2,受,shou4,D
1549,"To stroll, browse, or wander around leisurely, especially for window shopping or sightseeing without a specific purpose.",verb,逛,guang4,2,Commonly used in phrases like 逛街 (go shopping/stroll the streets) and 逛商场 (browse the mall),告,gao4,逛,guang4,围,wei2,乌,wu1,昏,hun1,B
1550,"To make, build, or create something; to manufacture or construct.",verb,造,zao4,2,"Common in words like 制造 (manufacture), 创造 (create), and 建造 (construct)",咽,yan4,造,zao4,端,duan1,卡,ka3,授,shou4,B
1551,"To force, compel, or pressure someone to do something against their will.",verb,逼,bi1,2,Common in expressions like 逼迫 (to coerce) and 压逼 (to pressure). Can also mean 'to approach closely' or 'urgent',奖,jiang3,闷,men4,校,xiao4,逼,bi1,怀,huai2,D
1552,"To cover, block, or hide something from view; to shield or obstruct.",verb,遮,zhe1,2,"Common in words like 遮住 (to cover up), 遮挡 (to block), and 遮阳 (to shade from sun)",准,zhun3,啦,la,弱,ruo4,叫,jiao4,遮,zhe1,E
1553,"To avoid, evade, or keep away from something undesirable or dangerous.",verb,避,bi4,2,"Common in words like 避免 (avoid), 逃避 (escape from), 躲避 (hide from)",柱,zhu4,揉,rou2,仔,zai3,避,bi4,所,suo3,D
1554,"Sharp, keen, or acute; describes something with a pointed edge or penetrating quality. Can refer to physical sharpness or metaphorical sharpness like keen insight or intense energy.",adjective,锐,rui4,2,"Common in words like 锐利 (sharp/keen), 敏锐 (acute/perceptive), and 锐气 (vigor/drive)",锐,rui4,腔,qiang1,白,bai2,浅,qian3,路,lu4,A
1555,"To make noise, cause a disturbance, or be noisy; can also mean to suffer from or experience (an illness or problem).",verb,闹,nao4,2,"Common in words like 热闹 (lively/bustling), 闹钟 (alarm clock), and phrases like 闹肚子 (have an upset stomach)",久,jiu3,似,shi4,闹,nao4,番,fan1,疤,ba1,C
1556,"To attach, add, or append something to something else; to be close to or near.",verb,附,fu4,2,"Commonly seen in words like 附近 (nearby), 附加 (additional), and 附件 (attachment)",练,lian4,睁,zheng1,左,zuo3,附,fu4,片,pian4,D
1557,"Crude, shabby, or inferior in quality; also refers to something that is narrow-minded or lacking in refinement.",adjective,陋,lou4,2,"Commonly seen in words like 简陋 (simple and crude), 陋习 (bad habit), and 丑陋 (ugly)",胞,bao1,状,zhuang4,朵,duo3,陋,lou4,老,lao3,D
1558,To accompany or keep someone company; to be with someone during an activity or period of time.,verb,陪,pei2,2,"Common in phrases like 陪我 (accompany me), 陪伴 (to accompany), 陪同 (to escort)",傻,sha3,显,xian3,迎,ying2,谢,xie4,陪,pei2,E
1559,Rain; precipitation that falls from clouds as water droplets.,noun,雨,yu3,2,Used in weather expressions like 下雨 (xià yǔ - to rain) and compound words related to rain,神,shen2,错,cuo4,南,nan2,阁,ge2,雨,yu3,E
1560,Snow; frozen precipitation that falls as white flakes from the sky.,noun,雪,xue3,2,Common in weather expressions like 下雪 (to snow) and 雪天 (snowy day),息,xi1,丢,diu1,掏,tao1,雪,xue3,径,jing4,D
1561,"A page, as in a book, document, or website. It refers to a single sheet or side of paper in printed or digital materials.",noun,页,ye4,2,"Common in words like 网页 (webpage), 页面 (page), 首页 (homepage)",页,ye4,军,jun1,衣,yi1,洋,yang2,却,que4,A
1562,"To float, drift, or flutter in the air, typically describing light objects moved by wind or air currents.",verb,飘,piao1,2,"Commonly used with leaves, snow, flags, or hair, as in 雪花飘 (snowflakes drift) or 头发飘 (hair flutters)",半,ban4,荒,huang1,飘,piao1,叨,dao1,敲,qiao1,C
1563,"To decorate or adorn; also refers to ornaments, accessories, or decorations themselves.",verb/noun,饰,shi4,2,"Common in words like 装饰 (decoration), 首饰 (jewelry), and 饰演 (to play a role/act as)",管,guan3,兹,zi1,商,shang1,伍,wu3,饰,shi4,E
1564,"A flat, round cake or pastry; any food item that is flat and round in shape like pancakes, cookies, or flatbreads.",noun,饼,bing3,2,"Common in words like 月饼 (mooncake), 煎饼 (pancake), 饼干 (cookie/biscuit)",园,yuan2,任,ren4,姬,ji1,支,zhi1,饼,bing3,E
1565,"Fragrant, aromatic, or sweet-smelling; also describes food that smells or tastes delicious.",adjective,香,xiang1,2,"Common in expressions like 香水 (perfume), 很香 (smells good), or 吃得很香 (eating with great appetite)",翻,fan1,将,jiang1,币,bi4,香,xiang1,扯,che3,D
1566,"A character component meaning skeleton or skull, rarely used alone but appears in compound words related to bones and death.",noun,骷,ku1,2,Most commonly seen in 骷髅 (kūlóu) meaning skeleton or skull,寸,cun4,悲,bei1,骷,ku1,汉,han4,班,ban1,C
1567,"Skull or skeleton, specifically referring to the bones of the head after death.",noun,髅,lou2,2,Most commonly seen in the compound word 骷髅 (kūlóu) meaning 'skeleton' or 'skull',包,bao1,联,lian2,薇,wei1,拇,mu3,髅,lou2,E
1568,Fish; refers to aquatic animals with fins and gills that live in water.,noun,鱼,yu2,2,Used both as a standalone noun and in compound words like 鱼肉 (fish meat) or 金鱼 (goldfish),遗,yi2,坚,jian1,细,xi4,鱼,yu2,敦,dun1,D
1569,"Scale, as in the small overlapping plates that cover the skin of fish and reptiles.",noun,鳞,lin2,2,Commonly seen in words like 鱼鳞 (fish scales) and 鳞片 (scale/flake),欲,yu4,施,shi1,哐,kuang1,与,yu3,鳞,lin2,E
1570,Deer; a hoofed mammal known for its antlers and graceful appearance.,noun,鹿,lu4,2,"Often appears in compound words like 麋鹿 (elk) or 驯鹿 (reindeer), and in place names",尸,shi1,鹿,lu4,灿,can4,舞,wu3,险,xian3,B
1571,A mole (the small burrowing mammal with tiny eyes that lives underground).,noun,鼹,yan3,2,"Almost always used in the compound word 鼹鼠 (yǎnshǔ, mole)",娘,niang2,鼹,yan3,升,sheng1,磨,mo2,搐,chu4,B
1572,"Abundant, plentiful, or rich; often describes a good harvest, wealth, or fullness.",adjective,丰,feng1,1,Common in words like 丰富 (fēngfù - abundant/rich) and 丰收 (fēngshōu - bumper harvest),毫,hao2,松,song1,绕,rao4,烟,yan1,丰,feng1,E
1573,To string together or connect in a series; a string or cluster of things linked together (like beads on a string or a bunch of grapes),verb/measure word,串,chuan4,1,"Common in words like 串烧 (skewered food), 一串钥匙 (a bunch of keys), or 串门 (to visit neighbors)",荧,ying2,串,chuan4,摆,bai3,组,zu3,证,zheng4,B
1574,"To suffer a loss or deficit, especially in business or financial contexts; to be deficient or lacking.",verb,亏,kui1,1,"Common in expressions like 亏本 (lose money in business) or 多亏 (thanks to, luckily)",亏,kui1,啪,pa1,计,ji4,蠢,chun3,换,huan4,A
1575,"Mutual, reciprocal, or each other; indicates an action or relationship that goes both ways between two or more parties.",adverb,互,hu4,1,"Commonly used in compound words like 互相 (hùxiāng, mutually) and 互联网 (hùliánwǎng, Internet)",辈,bei4,寻,xun2,灰,hui1,互,hu4,零,ling2,D
1576,"A warehouse or storehouse; a place for storing goods, grain, or materials.",noun,仓,cang1,1,Commonly seen in compounds like 仓库 (warehouse) and 粮仓 (granary),试,shi4,陪,pei2,讶,ya4,伴,ban4,仓,cang1,E
1577,"Ceremony, ritual, or appearance; also refers to instruments or apparatus used for measuring or observation.",noun,仪,yi2,1,"Common in words like 仪式 (ceremony), 仪器 (instrument), and 礼仪 (etiquette)",木,mu4,召,zhao4,鹿,lu4,剩,sheng4,仪,yi2,E
1578,To look upward or tilt one's head/face up; to admire or respect someone.,verb,仰,yang3,1,"Common in words like 仰望 (to look up at), 信仰 (faith/belief), and 仰慕 (to admire)",余,yu2,咧,lie3,拖,tuo1,仰,yang3,堵,du3,D
1579,An umbrella or parasol used for protection from rain or sun.,noun,伞,san3,1,"Common in phrases like 雨伞 (yǔsǎn, rain umbrella) and 打伞 (dǎsǎn, to hold/open an umbrella)",帘,lian2,冽,lie4,伞,san3,赢,ying2,热,re4,C
1580,"To estimate, assess, or appraise the value or amount of something. Often used when making rough calculations or judgments about quantity, price, or situation.",verb,估,gu1,1,Common in words like 估计 (gūjì - to estimate) and 评估 (pínggū - to evaluate),戏,xi4,怒,nu4,估,gu1,剜,wan1,脖,bo2,C
1581,"To bless, protect, or help from above; divine protection or assistance.",verb,佑,you4,1,"Often used in religious or formal contexts, commonly seen in names and phrases like 保佑 (bǎoyòu - to bless and protect)",佑,you4,际,ji4,舍,she3,吩,fen1,料,liao4,A
1582,"Remaining, surplus, or extra; refers to what is left over after the main part has been used or taken away.",noun/adjective,余,yu2,1,"Common in words like 其余 (the rest), 业余 (spare time/amateur), and 多余 (superfluous)",滚,gun3,嘶,si1,囱,cong1,咔,ka1,余,yu2,E
1583,"To supply, provide, or furnish something to someone; to make offerings (especially in religious or ceremonial contexts).",verb,供,gong1,1,"Common in words like 供应 (supply), 提供 (provide), and 供奉 (make offerings to)",蛋,dan4,彩,cai3,供,gong1,壮,zhuang4,祸,huo4,C
1584,"To depend on, rely on, or lean against something or someone. Also means 'according to' when used in formal contexts.",verb,依,yi1,1,"Common in words like 依靠 (to rely on), 依然 (still, as before), and 依照 (according to)",扔,reng1,腕,wan4,灯,deng1,依,yi1,宽,kuan1,D
1585,"To insult, humiliate, or treat with contempt; to bully or abuse someone.",verb,侮,wu3,1,Commonly seen in words like 侮辱 (wǔrǔ - to insult/humiliate) and 欺侮 (qīwǔ - to bully),藏,cang2,志,zhi4,侮,wu3,约,yue1,诚,cheng2,C
1586,"Means 'all' or 'together', indicating that multiple things or people share the same quality or action simultaneously. This is a formal or literary term.",adverb,俱,ju4,1,"Common in set phrases like 面面俱到 (comprehensive) and 俱乐部 (club, literally 'all happy place')",愣,leng4,且,qie3,俱,ju4,厚,hou4,避,bi4,C
1587,"A measure word meaning 'times' or 'fold', used to express multiples or multiplication. Indicates how many times larger one quantity is compared to another.",measure word/noun,倍,bei4,1,"Common in phrases like 两倍 (two times/double), 三倍 (three times/triple), or 成倍增长 (multiply/increase by multiples)",朗,lang3,鼹,yan3,拙,zhuo1,倍,bei4,夹,jia1,D
1588,"To lean, tilt, or incline; to pour out or empty. Also means to overturn or collapse, and figuratively to devote all one's resources or effort to something.",verb,倾,qing1,1,"Common in words like 倾斜 (to tilt), 倾听 (to listen attentively), and 倾向 (tendency, inclination)",据,ju4,搅,jiao3,脏,zang4,倾,qing1,健,jian4,D
1589,"Healthy, strong, or robust; relates to physical health and well-being.",adjective,健,jian4,1,"Commonly seen in words like 健康 (jiànkāng, health) and 健身 (jiànshēn, fitness/exercise)",剥,bo1,健,jian4,祥,xiang2,朦,meng2,偷,tou1,B
1590,"Means 'occasional' or 'by chance'; also refers to a puppet, idol, or statue. Commonly seen in the word 偶尔 (ǒu'ěr) meaning 'occasionally' or 'once in a while'.",adjective/noun,偶,ou3,1,"Frequently used in 偶尔 (occasionally), 偶然 (accidentally/by chance), and 偶像 (idol)",橡,xiang4,嘲,chao2,迹,ji4,巷,xiang4,偶,ou3,E
1591,"A numerical unit meaning million (10^6) in modern usage, or trillion (10^12) in traditional contexts; also means omen or sign.",noun/measure word,兆,zhao4,1,Commonly used in large numbers like 兆字节 (megabyte) or to indicate portents,剪,jian3,猎,lie4,沾,zhan1,兆,zhao4,夸,kua1,D
1592,"Cautious, careful, or fearful; describes being meticulous and conscientious in one's actions.",adjective,兢,jing1,1,"Most commonly seen in the compound word 兢兢业业 (jīngjīng-yèyè), meaning 'conscientious and diligent'",弃,qi4,妇,fu4,兢,jing1,霉,mei2,滔,tao1,C
1593,"A classical Chinese particle used for emphasis or to mark a pause in poetry and ancient texts, similar to 'ah' or 'oh' in English.",particle,兮,xi1,1,"Mainly found in classical poetry and literary works, rarely used in modern Chinese",愧,kui4,燃,ran2,套,tao4,拳,quan2,兮,xi1,E
1594,"Describes water or air that is extremely cold, icy, or biting. Often used in literary or descriptive contexts to emphasize the piercing quality of coldness.",adjective,冽,lie4,1,"Commonly seen in compounds like 清冽 (qīngliè, clear and cold) or 凛冽 (lǐnliè, bitterly cold)",捷,jie2,冽,lie4,烂,lan4,琢,zuo2,暑,shu3,B
1595,"Describes a feeling or atmosphere that is desolate, miserable, or bleak. Often used to convey sadness, loneliness, or a chilly, dreary environment.",adjective,凄,qi1,1,"Commonly appears in literary contexts and compound words like 凄凉 (qīliáng, desolate) or 凄惨 (qīcǎn, miserable)",茫,mang2,末,mo4,瞅,chou3,迎,ying2,凄,qi1,E
1596,Cool or cold in temperature; describes something that is pleasantly cool or has become cold.,adjective,凉,liang2,1,"Commonly used for weather, drinks, or food, as in 凉水 (cold water) or 天气很凉 (the weather is cool)",吻,wen3,隆,long2,汁,zhi1,窃,qie4,凉,liang2,E
1597,"To rise high above; to soar or tower over something. Also means to approach or reach (a time), or to insult/encroach upon.",verb,凌,ling2,1,"Common in words like 凌晨 (língchén, early morning/dawn) and 欺凌 (qīlíng, to bully)",绒,rong2,战,zhan4,凌,ling2,卷,juan3,滞,zhi4,C
1598,"Describes bitterly cold weather or a stern, awe-inspiring manner that commands respect or fear.",adjective,凛,lin3,1,Often seen in literary contexts like 凛冽 (bitterly cold) or 威风凛凛 (awe-inspiring),狭,xia2,瘦,shou4,凛,lin3,肘,zhou3,夏,xia4,C
1599,"Triumph or victory; a song of triumph. This character represents success and triumphant return, often used in literary or formal contexts.",noun,凯,kai3,1,Commonly appears in names and compounds like 凯旋 (triumphant return) or 凯歌 (song of victory),败,bai4,膨,peng2,瞒,man2,凯,kai3,折,zhe2,D
1600,"A knife or blade; a cutting tool with a sharp edge used for cutting, chopping, or slicing.",noun,刀,dao1,1,"Common in words like 菜刀 (kitchen knife), 刀子 (small knife), and 剪刀 (scissors)",歌,ge1,叉,cha1,刀,dao1,粘,zhan1,蛙,wa1,C
1601,"To publish or print; a publication such as a magazine, journal, or periodical.",noun/verb,刊,kan1,1,"Commonly seen in words like 杂志刊 (magazine), 期刊 (periodical), and 刊登 (to publish/print an article)",秀,xiu4,刊,kan1,肤,fu1,誉,yu4,恨,hen4,B
1602,"To judge, decide, or distinguish; to sentence or make a ruling in a legal context",verb,判,pan4,1,Common in words like 判断 (to judge/determine) and 裁判 (referee/judge),资,zi1,蜍,chu2,莎,sha1,判,pan4,棕,zong1,D
1603,"To brake or stop suddenly; also refers to a Buddhist temple or monastery (in this sense, often pronounced chà).",verb/noun,刹,sha1,1,"Most commonly seen in 刹车 (shāchē, to brake) or 古刹 (gǔchà, ancient temple)",躯,qu1,预,yu4,刹,sha1,誓,shi4,缓,huan3,C
1604,"To peel, pare, or cut off (a thin layer or surface) using a knife or similar tool.",verb,削,xue1,1,"Commonly used for peeling fruit or sharpening pencils, as in 削苹果 (peel an apple) or 削铅笔 (sharpen a pencil)",钳,qian2,咽,yan4,遗,yi2,削,xue1,踱,duo2,D
1605,"A sword, specifically a double-edged straight sword used in Chinese martial arts and ancient warfare.",noun,剑,jian4,1,Common in martial arts contexts like 剑术 (swordsmanship) and historical or fantasy literature,铁,tie3,唾,tuo4,姐,jie3,剑,jian4,隶,li4,D
1606,"To cut out or gouge out something, typically by digging or carving with a knife or sharp tool.",verb,剜,wan1,1,"Often used in contexts like removing rotten parts from fruit or vegetables, or carving out holes",鳄,e4,剜,wan1,慰,wei4,弥,mi2,驼,tuo2,B
1607,"To peel, strip, or remove the outer layer or skin from something, such as fruit, bark, or paint.",verb,剥,bo1,1,"Commonly used with objects like 剥皮 (peel skin), 剥壳 (shell/peel), 剥橘子 (peel an orange)",剥,bo1,了,le,曲,qu1,架,jia4,一,yi1,A
1608,"Means vigorous, flourishing, or suddenly rising; describes something bursting forth with energy or vitality.",adjective,勃,bo2,1,"Most commonly seen in compounds like 勃勃 (bóbó, vigorous) as in 生机勃勃 (full of vitality) or 勃然大怒 (to fly into a rage)",犹,you2,勃,bo2,说,shuo1,来,lai2,盒,he2,B
1609,"Merit, meritorious deed, or outstanding achievement, especially in military or public service. Often refers to honors or distinctions awarded for exceptional contributions.",noun,勋,xun1,1,"Commonly seen in formal contexts like 勋章 (medal), 功勋 (meritorious service), or in names",胎,tai1,出,chu1,紫,zi3,勋,xun1,把,ba3,D
1610,A spoon or ladle used for scooping and serving food or liquids.,noun,勺,shao2,1,Common in compound words like 汤勺 (soup spoon) and 勺子 (spoon),遭,zao1,头,tou2,胞,bao1,勺,shao2,好,hao3,D
1611,"To hook, tick, or check off; to draw or sketch an outline. Also means to evoke or arouse (memories, interest).",verb,勾,gou1,1,Common in 勾选 (to check/tick a box) and 勾起 (to evoke/bring back),能,neng2,仅,jin3,勾,gou1,气,qi4,赌,du3,C
1612,"A character primarily used in the word 匈牙利 (Xiōngyálì), meaning Hungary, and historically in 匈奴 (Xiōngnú), referring to an ancient nomadic people.",noun,匈,xiong1,1,Rarely used alone; almost exclusively appears in compound words related to Hungary or historical references,历,li4,事,shi4,饶,rao2,匈,xiong1,为,wei4,D
1613,A measure word (classifier) used for counting horses and bolts of cloth. Also means 'to match' or 'to equal' in literary contexts.,measure word,匹,pi3,1,Commonly seen in 一匹马 (one horse) or 一匹布 (one bolt of cloth),法,fa3,匹,pi3,怎,zen3,伦,lun2,堵,du3,B
1614,To sell; to offer goods or services in exchange for money.,verb,卖,mai4,1,Common in phrases like 卖东西 (to sell things) or 出卖 (to sell out/betray),勉,mian3,卖,mai4,帷,wei2,样,yang4,三,san1,B
1615,"Misfortune, disaster, or adversity; refers to bad luck or difficult circumstances.",noun,厄,e4,1,Commonly seen in words like 厄运 (bad luck) and 灾厄 (calamity),哆,duo1,拄,zhu3,打,da3,厄,e4,儿,er2,D
1616,"Toilet or restroom. This character is most commonly seen in the compound word 厕所 (cèsuǒ), meaning bathroom or lavatory.",noun,厕,ce4,1,Usually appears in 厕所 (toilet/restroom) or 公厕 (public toilet),栅,zha4,姬,ji1,厕,ce4,几,ji3,更,geng4,C
1617,To hang or suspend something from above; to lift or hoist up with a rope or cable.,verb,吊,diao4,1,"Common in words like 吊灯 (chandelier, hanging lamp) and 吊桥 (suspension bridge)",东,dong1,爪,zhao3,回,hui2,帝,di4,吊,diao4,E
1618,To tell or instruct someone to do something; to give orders or directions.,verb,吩,fen1,1,"Almost always used in the compound word 吩咐 (fēnfù), meaning 'to tell/instruct'",吩,fen1,纯,chun2,站,zhan4,愕,e4,名,ming2,A
1619,"To choke on something (like water, smoke, or spicy food) that irritates the throat or nose, causing coughing or discomfort.",verb,呛,qiang1,1,Commonly used when water goes down the wrong way (呛水) or when smoke irritates the throat (被烟呛到),课,ke4,形,xing2,措,cuo4,蝇,ying2,呛,qiang1,E
1620,To tell or instruct someone to do something; to give orders or directions.,verb,咐,fu4,1,"Almost always used in the compound word 吩咐 (fēnfù), meaning 'to tell/instruct'",物,wu4,栏,lan2,咐,fu4,色,se4,逛,guang4,C
1621,"An onomatopoeia representing a hissing or sizzling sound, like air escaping or something frying.",onomatopoeia,咝,si1,1,"Often used to describe sounds made by snakes, steam, or hot oil",高,gao1,灌,guan4,鳞,lin2,咝,si1,夫,fu1,D
1622,"Salty; having a salty taste, the opposite of sweet or bland.",adjective,咸,xian2,1,"Commonly used to describe food, as in 咸菜 (salted vegetables) or 太咸了 (too salty)",健,jian4,咸,xian2,转,zhuan3,磨,mo2,清,qing1,B
1623,"An onomatopoeia describing a loud, rushing sound, such as water flowing or a crowd making noise. Often used to express sudden, noisy commotion.",onomatopoeia,哗,hua1,1,"Commonly seen in words like 哗啦 (huālā, crashing sound) or 哗然 (huárán, in an uproar)",勋,xun1,书,shu1,哗,hua1,朝,chao2,罩,zhao4,C
1624,A whistle or sentry post; refers to both the device used to make a sharp sound and a guard station or patrol position.,noun,哨,shao4,1,"Common in words like 口哨 (kǒushào - whistle), 哨兵 (shàobīng - sentry), and 放哨 (fàngshào - to stand guard)",蔑,mie4,嚼,jue2,福,fu2,哨,shao4,兰,lan2,D
1625,"To ridicule, mock, or make fun of someone in a scornful way.",verb,嘲,chao2,1,Commonly used in words like 嘲笑 (cháoxiào - to laugh at/mock) and 嘲讽 (cháofěng - to satirize/ridicule),娜,na4,跌,die1,嘲,chao2,杯,bei1,坐,zuo4,C
1626,"An onomatopoeia representing the sound of laughter, giggling, or chuckling.",onomatopoeia,嘻,xi1,1,Most commonly seen in the expression 嘻嘻 (xīxī) meaning 'hehe' or giggling sounds,锐,rui4,作,zuo4,嘻,xi1,怖,bu4,落,luo4,C
1627,"An onomatopoeia representing rumbling, muttering, or gurgling sounds. Often used in reduplication (噜噜) to describe continuous low sounds.",onomatopoeia,噜,lu1,1,"Commonly appears in compounds like 嘟噜 (dūlu, to mutter) or 咕噜 (gūlu, gurgling sound)",噜,lu1,堂,tang2,鱼,yu2,拎,lin1,敢,gan3,A
1628,"To close one's mouth tightly; to keep silent or be unable to speak, often due to cold, fear, or being forced into silence.",verb,噤,jin4,1,"Commonly seen in the expression 噤声 (jìnshēng, to fall silent) or 噤若寒蝉 (jìn ruò hán chán, silent as a cicada in cold weather, meaning too frightened to speak)",余,yu2,噤,jin4,效,xiao4,树,shu4,嘴,zui3,B
1629,To chew or masticate food with the teeth and mouth. This pronunciation is used in formal or literary contexts.,verb,嚼,jue2,1,Often appears in written language or formal speech; the more common colloquial pronunciation is jiáo,嚼,jue2,歉,qian4,凉,liang2,外,wai4,倒,dao4,A
1630,A chimney or window; an opening in a roof or wall that allows smoke to escape or light to enter.,noun,囱,cong1,1,Most commonly seen in the compound word 烟囱 (yāncōng) meaning chimney,溢,yi4,囱,cong1,始,shi3,离,li2,勺,shao2,B
1631,"Earth, soil, or dirt; also refers to land or ground. Can mean 'local' or 'unsophisticated' when used as an adjective.",noun/adjective,土,tu3,1,"Common in words like 土地 (land), 土豆 (potato), and 本土 (native/local)",哨,shao4,椅,yi3,鹰,ying1,狭,xia2,土,tu3,E
1632,A raised platform or altar used for ceremonies or rituals; also refers to a jar or earthen vessel for storing wine or food.,noun,坛,tan2,1,"Common in words like 天坛 (Temple of Heaven), 论坛 (forum), or 酒坛 (wine jar)",瞬,shun4,塑,su4,士,shi4,腿,tui3,坛,tan2,E
1633,A grave or tomb; a burial mound where deceased people are buried.,noun,坟,fen2,1,"Commonly seen in words like 坟墓 (fénmù, grave) and 上坟 (shàngfén, to visit a grave)",养,yang3,绑,bang3,坟,fen2,宝,bao3,双,shuang1,C
1634,"Flat, smooth, or level; also means open, frank, or candid when describing character or behavior.",adjective,坦,tan3,1,Common in words like 坦白 (frank/honest) and 坦克 (tank - the vehicle),卡,ka3,坦,tan3,志,zhi4,因,yin1,胧,long2,B
1635,"Model, type, or style; refers to a particular form, pattern, or category of something.",noun,型,xing2,1,"Commonly used in compound words like 类型 (type/category), 血型 (blood type), 发型 (hairstyle), or 大型 (large-scale)",慕,mu4,粗,cu1,型,xing2,四,si4,蜷,quan2,C
1636,Dust or dirt; also used as a transliteration character in foreign place names and scientific terms (like angstrom unit).,noun,埃,ai1,1,Most commonly seen in 埃及 (Egypt) and scientific contexts,捎,shao1,拉,la1,埃,ai1,纸,zhi3,贵,gui4,C
1637,"Can bear, endure, or withstand something; to be worthy of or capable of doing something.",verb,堪,kan1,1,"Often used in literary or formal contexts, commonly seen in phrases like 不堪 (unbearable) or 堪称 (can be called/worthy of being called)",逗,dou4,停,ting2,堪,kan1,改,gai3,胳,ge1,C
1638,"To mold, shape, or model something; refers to creating forms from materials like clay or plastic.",verb,塑,su4,1,"Commonly seen in words like 塑料 (plastic), 塑造 (to mold/shape), and 雕塑 (sculpture)",塑,su4,梢,shao1,篷,peng2,雕,diao1,待,dai4,A
1639,"To fill in, fill out, or stuff something into a space or container. Commonly used when completing forms, filling blanks, or filling physical spaces.",verb,填,tian2,1,Used in expressions like 填表 (fill out a form) and 填空 (fill in the blank),送,song4,填,tian2,汪,wang1,顶,ding3,的,de,B
1640,"Boundary, border, or territory; also refers to a state, condition, or realm (physical or abstract)",noun,境,jing4,1,"Common in words like 环境 (environment), 境界 (realm/level), 困境 (difficult situation), and 出境 (exit a country)",滔,tao1,醒,xing3,二,er4,境,jing4,来,lai2,D
1641,"To increase, add, or grow in quantity or degree. This verb indicates something becoming greater or more numerous.",verb,增,zeng1,1,"Commonly used in words like 增加 (to increase), 增长 (to grow), and 增强 (to strengthen)",难,nan2,魔,mo2,爷,ye2,错,cuo4,增,zeng1,E
1642,"Strong, robust, or sturdy; describes physical strength or an impressive, magnificent appearance.",adjective,壮,zhuang4,1,"Common in words like 强壮 (strong/robust), 壮观 (spectacular), and 壮大 (to grow in strength)",疲,pi2,壮,zhuang4,月,yue4,走,zou3,珀,po4,B
1643,"To praise, compliment, or boast about someone or something.",verb,夸,kua1,1,Common in phrases like 夸奖 (to praise) and 夸张 (to exaggerate),朋,peng2,碑,bei1,夸,kua1,赫,he4,抱,bao4,C
1644,Literary word meaning 'how' or 'what can be done about'; expresses helplessness or inability to deal with a situation.,verb,奈,nai4,1,Most commonly seen in the set phrase 无奈 (wú nài) meaning 'helpless' or 'have no choice but to',趣,qu4,周,zhou1,糙,cao1,奈,nai4,布,bu4,D
1645,"Slave or servant; a person who is owned by or in servitude to another person. In modern usage, often appears in compound words or historical contexts.",noun,奴,nu2,1,"Common in words like 奴隶 (slave), 奴才 (lackey), or as a humble self-reference in classical Chinese",奴,nu2,肋,le1,斗,dou4,住,zhu4,队,dui4,A
1646,An imperial concubine or consort; a wife of an emperor or king who ranks below the empress.,noun,妃,fei1,1,"Commonly seen in historical contexts and period dramas, such as 贵妃 (imperial concubine) or 王妃 (princess consort)",膨,peng2,年,nian2,剧,ju4,妃,fei1,镜,jing4,D
1647,"To hinder, obstruct, or interfere with something or someone.",verb,妨,fang2,1,Most commonly seen in the word 妨碍 (fáng'ài - to hinder/obstruct) and the phrase 不妨 (bùfáng - might as well/there's no harm in),妨,fang2,结,jie2,才,cai2,箱,xiang1,蜒,yan2,A
1648,"Posture, gesture, or appearance; refers to the physical form or manner in which someone carries themselves or how something looks.",noun,姿,zi1,1,"Common in words like 姿态 (posture/attitude), 姿势 (pose/position), and 舞姿 (dancing posture)",坚,jian1,诺,nuo4,洛,luo4,姿,zi1,直,zhi2,D
1649,"A character meaning graceful or elegant, primarily used in female names and transliterations of foreign names.",adjective/name component,娜,na4,1,Commonly seen in names like 安娜 (Anna) or 娜娜 (Nana),踢,ti1,名,ming2,娜,na4,混,hun4,治,zhi4,C
